Houston,TX;29.7604267;-95.3698028
Salt Lake City,UT;40.7607793;-111.8910474
Los Angeles,CA;34.0522342;-118.2436849
Key West,FL;24.5550593;-81.7799871
Norman,OK;35.2225668;-97.4394777
Redondo Beach,CA;33.8491816;-118.3884078
Orange,CA;33.7877944;-117.8531119
Tallmadge,OH;41.1014451;-81.441779
San Francisco,CA;37.7749295;-122.4194155
Pismo Beach,CA;35.1427533;-120.6412827
Grover Beach,CA;35.1216424;-120.6212821
Alexandria,VA;38.8048355;-77.0469214
Louden County,VA;39.076767;-77.6536125
Huntersville,NC;35.410694;-80.84285040000002
Helena,MT;46.5883707;-112.0245054
Lake Arrowhead,CA;34.2483396;-117.1892078
Middletown,PA;40.199814;-76.7310806
North Webster,IN;41.325602;-85.69776480000002
Baker City,OR;44.7748748;-117.8343848
California Hot Springs,CA;35.8802168;-118.6766689
Buies Creek,NC;35.4132168;-78.7355728
Downey,CA;33.9401088;-118.1331593
Medford,OR;42.3265152;-122.8755949
New Brunswick,NJ;40.4862157;-74.4518188
Lexington,NC;35.8240265;-80.2533838
Kenton,MI;46.4854993;-88.89402830000002
Monterey,NY;42.1792563;-73.21205259999999
Jacksonville,TX;31.963778;-95.27050419999999
Jupiter,FL;26.9342246;-80.0942087
East Providence,RI;41.8137116;-71.3700545
Portland,OR;45.5230622;-122.6764816
Dallas,TX;32.7766642;-96.79698789999999
West Milford,NJ;41.1311292;-74.3673254
Thomasville,NC;35.8826369;-80.0819879
Berkeley,CA;37.8715926;-122.272747
Salinas,CA;36.6777372;-121.6555013
Daytona,FL;29.2108147;-81.0228331
Baltic,SD;43.76136289999999;-96.7403289
Brady,TX;31.1351682;-99.3350552
Bradford,PA;41.9564953;-78.649163
Birmingham,MI;42.5467012;-83.21131919999999
San Antonio,TX;29.4241219;-98.49362819999999
Omaha,NE;41.2523634;-95.99798829999999
Sanderville,MS;31.6940509;-89.1306124
Albuquerque,NM;35.0853336;-106.6055534
Wordens Pond Road,RI;41.4305888;-71.5846945
Panama City Beach,FL;30.1765914;-85.8054879
Watson,LA;30.5757431;-90.9531574
Kerrville,TX;30.0474332;-99.1403189
Marlboro,NJ;40.3380949;-74.26872910000002
Gainesville,FL;29.6516344;-82.32482619999999
Sunnyvale,CA;37.36883;-122.0363496
Janesville,IL;39.3742031;-88.2436532
Franklin Park area,IL;41.93695160000001;-87.8699812
Wilsonville,IL;39.07087980000001;-89.8562091
Ramona,CA;33.04136039999999;-116.8792553
Columbia City,IN;41.15726859999999;-85.4883127
Richmond,ME;44.0880682;-69.80257879999999
Cherokee,NC;35.4770574;-83.3205859
Leola,PA;40.0876218;-76.1874279
Renton,WA;47.48287759999999;-122.2170661
St. Paul,MN;44.9537029;-93.0899578
Two Rivers,WI;44.1538844;-87.5692478
Las Vegas,NV;36.1699412;-115.1398296
Bohemia,NY;40.7692649;-73.1151117
Valley Cottage,NY;41.1181514;-73.9554159
Orlando,FL;28.5383355;-81.3792365
Napa,CA;38.2975381;-122.286865
Jonesboro,AR;35.84229670000001;-90.704279
Huntsville,TN;36.409801;-84.49049389999999
San Jose,CA;37.3382082;-121.8863286
Baton Rouge,LA;30.4582829;-91.1403196
Manteca,CA;37.7974273;-121.2160526
Oquawka,IL;40.931982;-90.9470863
Fort Worth,TX;32.7554883;-97.3307658
Woodland,WA;45.9045591;-122.7439912
Dorchester,IA;43.4707774;-91.5094633
Sagamore Hills,OH;41.3223093;-81.57061089999999
Huntington,NY;40.8681539;-73.425676
Paterson,NJ;40.9167654;-74.17181099999999
Attica,MI;43.0276207;-83.1434573
Marion,IN;40.5583739;-85.6591442
Hollister,CA;36.8524545;-121.4016021
Court House Bay,NC;34.5851413;-77.37120259999999
Farmington,NY;42.9877521;-77.3094674
Whidbey Island,WA;47.9982761;-122.4395026
Castro Valley,CA;37.6940973;-122.0863522
Whitman,MA;42.0806564;-70.935599
Griffin,GA;33.2467807;-84.2640904
Fredericksburg,VA;38.3031837;-77.4605399
Wheaton,MD;39.0398314;-77.05525550000002
Knoxville,TN;35.9606384;-83.9207392
Mesa,AZ;33.4151843;-111.8314724
Margate,FL;26.2445263;-80.206436
Ithaca,NY;42.4439614;-76.5018807
Morrice,MI;42.8386425;-84.17830029999999
Alameda,CA;37.7652065;-122.2416355
Laredo,TX;27.5305671;-99.48032409999999
Cleveland,OH;41.49932;-81.6943605
Parker,CO;39.5186002;-104.7613633
Tatum,TX;32.3159894;-94.5165913
Minot,ND;48.2329668;-101.2922906
Boone,NC;36.216795;-81.6745517
Ocala,FL;29.1871986;-82.14009229999999
Saginaw,MI;43.4194699;-83.9508068
Niagara Falls,NY;43.0962143;-79.0377388
Arnheim,MI;46.9168742;-88.48262670000001
Rancho Palos Verdes,CA;33.7444613;-118.3870173
Louisville,KY;38.2526647;-85.7584557
Grosse Pointe Woods,MI;42.4436478;-82.90686029999999
Ranger,WV;38.1206486;-82.1854173
La Habra,CA;33.9319578;-117.9461734
Apple Valley,CA;34.5008311;-117.1858759
Fairmount,IN;40.4153179;-85.6505317
Lansing,MI;42.732535;-84.5555347
Yorktown,IN;40.1736547;-85.4941396
Hattiesburg,MS;31.3271189;-89.29033919999999
Clackamas,OR;45.4076205;-122.5703692
Cumberland,KY;36.9781475;-82.9884955
Arcadia,WI;44.25274049999999;-91.5015432
Honeoye Falls,NY;42.9522855;-77.5902759
Santa Clarita,CA;34.3916641;-118.542586
Kansas City,MO;39.0997265;-94.5785667
Pasadena,MD;39.1073317;-76.57107529999999
Pichacho Peak,AZ;32.63506780000001;-111.40067
Tampa,FL;27.950575;-82.4571776
Syracuse,NY;43.0481221;-76.14742439999999
Houghton Lake,MI;44.314739;-84.7647496
East Orange,NJ;40.767323;-74.2048677
Chico,CA;39.7284944;-121.8374777
Florence,MS;32.1534836;-90.1311971
Chicago,IL;41.8781136;-87.6297982
Stone Mountain,GA;33.8081608;-84.17019599999999
North Platte,NE;41.1402759;-100.7601454
Cass City,MI;43.6008515;-83.17466929999999
Phoenix,AZ;33.4483771;-112.0740373
Dekalb,IL;41.9294736;-88.75036469999999
Clay City,KY;37.8592479;-83.9185323
Gaithersburg,MD;39.1434406;-77.2013705
Wenatchee,WA;47.4234599;-120.3103494
West New York,NJ;40.7878788;-74.0143064
Campbellsville,KY;37.3433974;-85.3419069
Bistolville,OH;41.3873741;-80.86912730000002
Mammoth Lakes,CA;37.648546;-118.972079
New Londons,WI;44.3927582;-88.7398256
Tinley Park,IL;41.5731442;-87.7932939
Little Falls,NY;43.0434039;-74.8595957
North Miami Beach,FL;25.9331488;-80.1625463
Fort Valley,GA;32.5537585;-83.8874084
Twenty Nine Palms,CA;34.1355582;-116.0541689
Joliet,IL;41.525031;-88.0817251
Ballentine,SC;34.125178;-81.23645420000001
Sanford,NC;35.4798757;-79.1802994
Haltom Ciy,TX;32.7995738;-97.26918169999999
New Brighton,MN;45.0655212;-93.2018908
Monsey,NY;41.1112069;-74.0684751
Cottage Grove,MN;44.8277446;-92.9438218
Baltimore,MD;39.2903848;-76.6121893
Fayetteville,NC;35.0526641;-78.87835849999999
Mobile,AL;30.6953657;-88.0398912
Bryan,TX;30.6743643;-96.3699632
East New York,NJ;40.7846966;-74.0089933
Honolulu,IL;21.317058;-157.868615
Lake Conroe,TX;30.4368954;-95.59849249999999
Rockford,IL;42.2711311;-89.0939952
Sickles,OK;35.363884;-98.447586
Carrollton,MO;39.3583539;-93.4957675
Kenna,WV;38.6764777;-81.66012789999999
Spotsylvania,VA;38.204165;-77.6077865
Farmville,VA;37.3020965;-78.3919401
Commack,NY;40.8428759;-73.29289430000001
Crowley,LA;30.2140928;-92.3745761
Arcadia,LA;32.5490406;-92.920158
Gig Harbor,WA;47.32926399999999;-122.5801293
Bemidji,MN;47.4875361;-94.8858492
Ellwood City,PA;40.8617303;-80.2864515
Barnegat,NJ;39.76492229999999;-74.2693297
Security,CO;38.7640957;-104.7404269
San Diego,CA;32.715738;-117.1610838
Poughkeepsie,NY;41.7003713;-73.9209701
Cranbury,NJ;40.3025907;-74.511172
Tonawanda,NY;43.0203347;-78.880315
Olympia,WA;47.0378741;-122.9006951
Buffalo,NY;42.88644679999999;-78.8783689
Pittsburgh,PA;40.44062479999999;-79.9958864
Columbia,MD;39.2037144;-76.86104619999999
Lomita,CA;33.7922392;-118.3150722
Ft. Jackson,SC;34.0194025;-80.9440147
Clarksburg,WV;39.2806451;-80.34453409999999
Detroit,MI;42.331427;-83.0457538
Austin,TX;30.267153;-97.7430608
Honolulu,HI;21.3069444;-157.8583333
Fort Lauderdale,FL;26.1224386;-80.13731740000001
Wickenburg,AZ;33.9697664;-112.7301882
Ypsilanti,MI;42.2411499;-83.61299389999999
East Orange,VT;44.0947863;-72.3414868
Emerson,NJ;40.976209;-74.0262505
Haltom City,TX;32.7995738;-97.26918169999999
Meriden,CT;41.5381535;-72.80704349999999
Spartanburg,SC;34.9495672;-81.9320482
Houlton,ME;46.1261806;-67.8402316
Morris,IL;41.357254;-88.4211785
Water Valley,MS;34.1514989;-89.63147359999999
Virginia Beach,VA;36.8529263;-75.97798499999999
Albany,IL;41.78947480000001;-90.2192941
Orinda,CA;37.8771476;-122.1796888
Wichita,KS;37.68717609999999;-97.33005299999999
Exeter,NH;42.9814292;-70.9477546
Chicopee,MA;42.1487043;-72.6078672
Laramie,WY;41.3113669;-105.5911007
Indianapolis,IN;39.768403;-86.158068
Bend,OR;44.0581728;-121.3153096
Canton,NY;44.5956163;-75.1690942
Georgetown,DE;38.6901134;-75.38547280000002
Canoga Park,CA;34.208254;-118.6058609
Westminster,CO;39.8366528;-105.0372046
Not Sure,NH;37.09024;-95.712891
Morning Sun,IA;41.0961428;-91.25765109999999
Manassas,VA;38.7509488;-77.47526669999999
Colorado Springs,CO;38.8338816;-104.8213634
Wayland,MA;42.3625953;-71.3614484
Homestead,FL;25.4687224;-80.4775569
Bisbee,AZ;31.4481547;-109.9284084
Oxford,CT;41.4338203;-73.1168393
Dayton,OH;39.7589478;-84.1916069
Middletown,OH;39.5150576;-84.39827629999999
Seattle,WA;47.6062095;-122.3320708
Costa Mesa,CA;33.6411316;-117.9186689
Little Rock,AR;34.7464809;-92.28959479999999
Denver,CA;39.7392358;-104.990251
St. Cloud,MN;45.5579451;-94.16324039999999
Oklahoma City,OK;35.4675602;-97.5164276
Yonkers,NY;40.9312099;-73.89874689999999
Eureka,CA;40.8020712;-124.1636729
Hat Creek,CA;40.8304382;-121.5135921
Greenfield,IN;39.785043;-85.7694226
Raytown,MO;39.0086171;-94.46356379999999
Wilton,CA;38.411855;-121.2721709
Milford,CT;41.2306979;-73.064036
Gladstone,MI;45.8527435;-87.02180489999999
Livermore,CA;37.6818745;-121.7680088
Pittsburg,CA;38.0279762;-121.8846806
Grand Rivers,KY;37.0031109;-88.2344746
Athens,TX;32.2048735;-95.8555207
South Lake Tahoe,CA;38.939926;-119.9771868
Charlotte,NC;35.2270869;-80.8431267
North Lauderdale,FL;26.217305;-80.2258811
Clinton,MO;38.3686324;-93.7782689
Parma,ID;43.7851615;-116.9432088
Philadelphia,PA;39.9525839;-75.1652215
Bridgeton,NJ;39.427337;-75.2340768
Waterford,MI;42.6907443;-83.4066132
El Paso,TX;31.7618778;-106.4850217
Nashville,TN;36.1626638;-86.7816016
Sterling,VA;39.0066993;-77.4291298
Point Mugu,CA;34.08556240000001;-119.060935
Petosky,MI;45.3733428;-84.9553296
Mentor,OH;41.6661573;-81.339552
Wapello,IA;41.18141929999999;-91.1854273
Yacolt,WA;45.86594669999999;-122.4062074
Barnsdall,OK;36.56202469999999;-96.16166729999999
Middle Valley,TN;35.1959036;-85.18467849999999
Seiling,OK;36.1480957;-98.9242615
Tucson,AZ;32.2217429;-110.926479
Darien,IL;41.7483483;-87.9737943
Lake Forest,IL;42.2586342;-87.840625
Algonquin,IL;42.1655801;-88.29424929999999
Warminster,PA;40.2067884;-75.099807
Carnation,WA;47.6478787;-121.9140073
Willard,OH;41.0531109;-82.7262906
Morganton,NC;35.7454071;-81.6848188
Marlow Heights,MD;38.8220411;-76.94990279999999
Gray,GA;33.0095802;-83.5337816
Newport,AR;35.6048018;-91.2817951
Birmingham,AL;33.5206608;-86.80248999999999
Port Wentworth,GA;32.149092;-81.163168
Ladue,MO;38.6497743;-90.3806725
Greeneville,TN;36.1631574;-82.83098609999999
Bethel,CT;41.3712283;-73.41396209999999
Oroville,CA;39.5137752;-121.556359
Auxvasse,MO;39.0180962;-91.8971198
Hamburg,NY;42.7158927;-78.8294768
Homedale,ID;43.6176584;-116.9337599
Andover,MN;45.2332984;-93.29134049999999
Ethell,WA;46.5322276;-122.7404917
Montgomery,AL;32.3668052;-86.2999689
Evansville,IN;37.9715592;-87.5710898
Temple Terrace,FL;28.0352964;-82.3892596
Baadon,MI;30.4591064;-91.21055500000001
Victorville,CA;34.5362184;-117.2927641
Oldtown,ME;44.9342349;-68.6453092
Parkersburg,WV;39.2667418;-81.56151349999999
Overton,TX;32.2745983;-94.9785515
Alma,KS;39.0166657;-96.2891624
Rochester,WA;46.8280636;-123.0755296
Clinton,ME;44.63782800000001;-69.5031267
Gresham,OR;45.5001357;-122.4302013
Pecos,NM;35.5742031;-105.675016
Exeter,CA;36.2960613;-119.1420517
Port Saint Lucie,FL;27.2730492;-80.3582261
Benton Harbor,MI;42.1167065;-86.45418939999999
Fleetville,PA;41.5981336;-75.7146348
Fort Mill,SC;35.0073697;-80.94507589999999
Conroe,TX;30.3118769;-95.45605119999999
Valencia,CA;34.456151;-118.5713823
Miami,FL;25.7616798;-80.1917902
Moline,IL;41.5067003;-90.51513419999999
Hardwick,VT;44.5416243;-72.3486803
San Andreas,CA;38.1960298;-120.6804872
Ridgefield,WA;45.815115;-122.7426009
Knife River,MN;46.949357;-91.7854524
Norwalk,CT;41.11774399999999;-73.4081575
Town of Preble,NY;42.7353459;-76.1482602
Hudson,MA;42.39173599999999;-71.56613899999999
Forest Park,GA;33.6220542;-84.36909179999999
Rapid City,MI;44.8343369;-85.28278519999999
Del Mar,CA;32.9594891;-117.2653146
Plainfield,CT;41.6764876;-71.91507299999999
Black Earth,WI;43.1372152;-89.7467896
Tracy,CA;37.7396513;-121.4252227
Caldwell,WI;42.8352925;-88.2764811
Parm,OH;41.4047742;-81.7229086
Maquoketa,IA;42.0689088;-90.6656914
Rush City,MN;45.6855144;-92.9654903
Kent,WA;47.3809335;-122.2348431
Edwards,NY;44.3245058;-75.2510403
Clarksfield,OH;41.1906086;-82.4273903
Pine Springs,TX;31.89378;-104.797997
Glenndale,MD;38.98761040000001;-76.8205265
Apollo,PA;40.5814546;-79.5664333
Bricktown,NJ;40.0578384;-74.1371832
Arthur,NE;41.5716538;-101.691565
Bandon,OR;43.1189978;-124.408448
Taunton,MA;41.900101;-71.0897674
Nevada City,CA;39.2615606;-121.0160594
Tullahoma,TN;35.3620235;-86.20943419999999
Tillamook,OR;45.4562158;-123.8440137
Glennallen,AK;62.1097214;-145.557302
Maricopa,AZ;33.0581063;-112.0476423
Bremham,TX;30.1668828;-96.39774419999999
Barrington,IL;42.1539141;-88.1361888
Samsonville,NY;41.8875929;-74.29403789999999
Clinton Township,MI;42.5868882;-82.9195514
Bridgeport,CT;41.1865478;-73.19517669999999
Black Creek Community,GA;32.1660736;-81.4909294
Elko,NV;40.8324211;-115.7631232
Tekamah,NE;41.7783218;-96.22112840000001
Southwest Harbor,ME;44.2798252;-68.3249914
Fort Wayne,IN;41.079273;-85.1393513
Royal Oak,MI;42.4894801;-83.1446485
Maynardville,TN;36.2506364;-83.79740989999999
Atlantic Ocean,NC;33.882242;-78.4641497
